value,date_earliest,date_latest
19 Juni 1537,19.06.1537,19.06.1537
28 Juli 1538,28.07.1538,28.07.1538
1 August 1539,01.08.1539,01.08.1539
l8 August 1539,01.08.1539,31.08.1539
3 Mai 1540,03.05.1540,03.05.1540
26 April 1541,26.04.1541,26.04.1541
16 Februar 1542,16.02.1542,16.02.1542
7 Marts 1543,07.03.1543,07.03.1543
17 Marts 1544,17.03.1544,17.03.1544
20 Decbr  1545,20.12.1545,20.12.1545
16 Juli 1546,16.07.1546,16.07.1546
24 August 1547,24.08.1547,24.08.1547
16 April 1548,16.04.1548,16.04.1548
21 Januar 1550,21.01.1550,21.01.1550
22 Juli 1551,22.07.1551,22.07.1551
18 Decbr  1551,18.12.1551,18.12.1551
16 Mai 1552,16.05.1552,16.05.1552
18 Juni 1552,18.06.1552,18.06.1552
29 Juni 1552,29.06.1552,29.06.1552
28 Januar 1553,28.01.1553,28.01.1553
11 Mai 1553,11.05.1553,11.05.1553
2 Mai 1554,02.05.1554,02.05.1554
17 Juni 1554,17.06.1554,17.06.1554
23 Januar 1556,23.01.1556,23.01.1556
8 Mai 1556,08.05.1556,08.05.1556
2 Novbr  1557,02.11.1557,02.11.1557
26 Oktbr  1558,26.10.1558,26.10.1558
13 Januar 1559,13.01.1559,13.01.1559
12 Marts 1570,12.03.1570,12.03.1570
[Vinteren [1247-1248],01.12.1247,31.03.1248
[Sommeren 1248],01.06.1248,31.08.1248
udat  [12501],01.01.1250,31.12.1250
6 Oktbr  1250,06.10.1250,06.10.1250
24 Septbr  1251,24.09.1251,24.09.1251
29 Juli 1264,29.07.1264,29.07.1264
29 April 1271,29.04.1271,29.04.1271
udat  [ved 1271?]1,01.01.1271,31.12.1271
Julen 1271-1272 1,01.12.1271,31.12.1272
18 Juli 1278,18.07.1278,18.07.1278
7 August 1279,07.08.1279,07.08.1279
[udat  ved 1280 ],01.01.1280,31.12.1280
13 Marts 1285,13.03.1285,13.03.1285
[ved 15 Mai] 1285,01.01.1285,31.12.1285
29 August 1286,29.08.1286,29.08.1286
udat  [ved 12861 ],01.01.1286,31.12.1286
4 April 1288,04.04.1288,04.04.1288
31 Juli 1289,31.07.1289,31.07.1289
15 Juli 1292,15.07.1292,15.07.1292
21 Septbr 1 1292,21.09.1292,21.09.1292
25 April 1293,25.04.1293,25.04.1293
28 April 1293,28.04.1293,28.04.1293
6 Juli 1294,06.07.1294,06.07.1294
21 Juli 1294,21.07.1294,21.07.1294
18 Novbr  1295,18.11.1295,18.11.1295
22 Februar 1296,22.02.1296,22.02.1296
25 Februar 1296,25.02.1296,25.02.1296
1 Marts 1296,01.03.1296,01.03.1296
31 Juli 1296,31.07.1296,31.07.1296
17 April 1298,17.04.1298,17.04.1298
23 August 1299,23.08.1299,23.08.1299
udat  [1299],01.01.1299,31.12.1299
udat  [Septbr  1299 ],01.09.1299,30.09.1299
udat  [Septbr  1299],01.09.1299,30.09.1299
14 Juni [ved 1300 ],01.01.1300,31.12.1300
6 Oktbr  1302,06.10.1302,06.10.1302
efter Jul 1303,01.01.1303,31.12.1303
udat  [efter Jul 13031 ],31.12.1303,31.12.1304
22 Juli 1304,22.07.1304,22.07.1304
31 Mai 1305,31.05.1305,31.05.1305
26 Juni 1305,26.06.1305,26.06.1305
27 Juli 1305,27.07.1305,27.07.1305
udat  [Sommeren 1305 ],01.06.1305,31.08.1305
16 Oktbr  1305,16.10.1305,16.10.1305
11 Juni 1306,11.06.1306,11.06.1306
udat  [ved 1310 ],01.01.1310,31.12.1310
4 Februar 1311,04.02.1311,04.02.1311
13 Marts 1313,13.03.1313,13.03.1313
13 Juni 1313,13.06.1313,13.06.1313
11 August 1314,11.08.1314,11.08.1314
16 April 1315,16.04.1315,16.04.1315
6 Mai 1319,06.05.1319,06.05.1319
11 Novbr  1319,11.11.1319,11.11.1319
25 Februar 1321,25.02.1321,25.02.1321
1 Mai 1321,01.05.1321,01.05.1321
22 Juli 1321,22.07.1321,22.07.1321
4 August 1321,04.08.1321,04.08.1321
uvis Dag 1323,01.01.1323,31.12.1323
29 August 1324,29.08.1324,29.08.1324
16 Marts 1325,16.03.1325,16.03.1325
22 Oktbr  1325,22.10.1325,22.10.1325
23 Februar 1326,23.02.1326,23.02.1326
12 Marts 1328,12.03.1328,12.03.1328
3 August 1328,03.08.1328,03.08.1328
4 Mai 1329,04.05.1329,04.05.1329
7 Juni 1329,07.06.1329,07.06.1329
11 Septbr  1329,11.09.1329,11.09.1329
10 Oktbr  [1329 1],10.10.1329,10.10.1329
udat  [Novbr  1329 ],01.11.1329,30.11.1329
7 Novbr  1329,07.11.1329,07.11.1329
6 Decbr  [1329 ],06.12.1329,06.12.1329
18 Januar 1330,18.01.1330,18.01.1330
5 Mai 1330,05.05.1330,05.05.1330
18 Oktbr  1330,18.10.1330,18.10.1330
[ved 1330 ],01.01.1330,31.12.1330
15 April 1331,15.04.1331,15.04.1331
5 August 1331,05.08.1331,05.08.1331
16 Novbr  1331,16.11.1331,16.11.1331
13 Septbr  1332,13.09.1332,13.09.1332
5 Oktbr  1332,05.10.1332,05.10.1332
25 Januar 1333,25.01.1333,25.01.1333
9 Mai 1333,09.05.1333,09.05.1333
26 Mai 1333,26.05.1333,26.05.1333
24 Novbr  1333,24.11.1333,24.11.1333
19 Januar 1334,19.01.1334,19.01.1334
13 Marts 1334,13.03.1334,13.03.1334
27 Mai 1334,27.05.1334,27.05.1334
20 Juni 1334,20.06.1334,20.06.1334
29 Novbr  1334,29.11.1334,29.11.1334
18 Decbr  1334,18.12.1334,18.12.1334
4 Marts 1335,04.03.1335,04.03.1335
25 Marts 1335,25.03.1335,25.03.1335
28 Marts 1335,28.03.1335,28.03.1335
11 April 1335,11.04.1335,11.04.1335
30 April 13351,30.04.1335,30.04.1335
7 Novbr  1335,07.11.1335,07.11.1335
19 Februar 1336,19.02.1336,19.02.1336
8 Marts 1336,08.03.1336,08.03.1336
17 Juni 1336,17.06.1336,17.06.1336
18 August 1336,18.08.1336,18.08.1336
26 Aug  1335 - 25 Aug  1336,26.08.1335,25.08.1336
22 Septbr  1336,22.09.1336,22.09.1336
20 Oktbr  1337,20.10.1337,20.10.1337
1 Septbr  1338,01.09.1338,01.09.1338
19 Septbr  1338,19.09.1338,19.09.1338
5 Oktbr  1338,05.10.1338,05.10.1338
10 Oktbr  1338,10.10.1338,10.10.1338
7 Decbr  1338,07.12.1338,07.12.1338
12 Decbr  1338,12.12.1338,12.12.1338
23 Marts 1339,23.03.1339,23.03.1339
5 April 1339,05.04.1339,05.04.1339
14 April 1339,14.04.1339,14.04.1339
26 Juli 1339,26.07.1339,26.07.1339
28 August 1339,28.08.1339,28.08.1339
20 Novbr  1339,20.11.1339,20.11.1339
15 Decbr  1339,15.12.1339,15.12.1339
14 Januar 1340,14.01.1340,14.01.1340
3 Februar 1340,03.02.1340,03.02.1340
2 Februar 1340,02.02.1340,02.02.1340
17 Juni 1340,17.06.1340,17.06.1340
27 Juni 1340,27.06.1340,27.06.1340
15 Juli 1340,15.07.1340,15.07.1340
28 August 1340,28.08.1340,28.08.1340
2 Septbr  1340,02.09.1340,02.09.1340
14 Novbr  1340,14.11.1340,14.11.1340
26 Novbr  1340,26.11.1340,26.11.1340
udat  [ved 1340],01.01.1340,31.12.1340
15 Februar 1341,15.02.1341,15.02.1341
16 Februar 1341,16.02.1341,16.02.1341
12 Mai 1341,12.05.1341,12.05.1341
28 Juni 1341,28.06.1341,28.06.1341
8 August 1341,08.08.1341,08.08.1341
Aug  1340 - Aug  1341,01.08.1340,31.08.1341
3 Septbr  1341,03.09.1341,03.09.1341
7 Septbr  1341,07.09.1341,07.09.1341
17 Novbr  1341,17.11.1341,17.11.1341
20 Novbr  1341,20.11.1341,20.11.1341
22 Mai 1342,22.05.1342,22.05.1342
11 Decbr  1342,11.12.1342,11.12.1342
18 Februar 1343,18.02.1343,18.02.1343
30 Juli 1343,30.07.1343,30.07.1343
9 August 1343,09.08.1343,09.08.1343
28 Septbr  1343,28.09.1343,28.09.1343
26 Novbr  1343,26.11.1343,26.11.1343
7 April 1344,07.04.1344,07.04.1344
17 April 1344,17.04.1344,17.04.1344
19 April 1344,19.04.1344,19.04.1344
22 April 1344,22.04.1344,22.04.1344
21 Juni 1344,21.06.1344,21.06.1344
11 Novbr  1344,11.11.1344,11.11.1344
5 Januar 1345,05.01.1345,05.01.1345
31 Marts 1345,31.03.1345,31.03.1345
26 April 1345,26.04.1345,26.04.1345
11 Mai 1345,11.05.1345,11.05.1345
19 Juni 1345,19.06.1345,19.06.1345
12 August 1345,12.08.1345,12.08.1345
20 August 1345,20.08.1345,20.08.1345
28 Septbr  1345,28.09.1345,28.09.1345
7 Februar 1346,07.02.1346,07.02.1346
1 Marts 1346,01.03.1346,01.03.1346
12 April 1346,12.04.1346,12.04.1346
19 April 1346,19.04.1346,19.04.1346
12 Octbr  1346,12.10.1346,12.10.1346
4 Decbr  1346,04.12.1346,04.12.1346
14 Februar 1347,14.02.1347,14.02.1347
15 Juli 1347,15.07.1347,15.07.1347
30 Juli 1347,30.07.1347,30.07.1347
9 Oktbr  1347,09.10.1347,09.10.1347
7 Decbr  1347,07.12.1347,07.12.1347
13 Januar 1318,13.01.1318,13.01.1318
12 Marts 1348,12.03.1348,12.03.1348
15 Marts 1348,15.03.1348,15.03.1348
27 Marts 1348,27.03.1348,27.03.1348
30 April 1348,30.04.1348,30.04.1348
19 Juli 1348,19.07.1348,19.07.1348
25 Juli 1348,25.07.1348,25.07.1348
Aug  1347 - Aug  1348,01.08.1347,31.08.1348
2 Decbr  1348,02.12.1348,02.12.1348
28 Januar 1349,28.01.1349,28.01.1349
16 Februar 1349,16.02.1349,16.02.1349
19 Februar 1349,19.02.1349,19.02.1349
1 Marts 1349,01.03.1349,01.03.1349
23 Marts 1349,23.03.1349,23.03.1349
5 Mai 1349,05.05.1349,05.05.1349
23 Septbr  1349,23.09.1349,23.09.1349
20 Novbr  1349,20.11.1349,20.11.1349
14 April 1350,14.04.1350,14.04.1350
7 April 1353,07.04.1353,07.04.1353
25 Juni 1353,25.06.1353,25.06.1353
24 August 1353,24.08.1353,24.08.1353
22 April 1354,22.04.1354,22.04.1354
9 August 1354,09.08.1354,09.08.1354
14 Januar 1355,14.01.1355,14.01.1355
13 Mai 1355,13.05.1355,13.05.1355
21 Juli 1355,21.07.1355,21.07.1355
22 Januar 1358,22.01.1358,22.01.1358
26 Februar 1358,26.02.1358,26.02.1358
11 Mai 1358,11.05.1358,11.05.1358
15 Octbr  1358,15.10.1358,15.10.1358
20 Decbr  1358,20.12.1358,20.12.1358
15 Marts 1359,15.03.1359,15.03.1359
17 Marts 1359,17.03.1359,17.03.1359
8 Juni 1359,08.06.1359,08.06.1359
17 Juni 1359,17.06.1359,17.06.1359
2 August? 1359,02.08.1359,02.08.1359
13 Marts 1360,13.03.1360,13.03.1360
9 April 1360,09.04.1360,09.04.1360
uden Dag 1359-1360,01.01.1359,31.12.1359
18 Oktbr  1360,18.10.1360,18.10.1360
udat  [ved 1360?],01.01.1360,31.12.1360
21 Decbr  1360,21.12.1360,21.12.1360
15 Februar 1361,15.02.1361,15.02.1361
uvis dag 1361?,01.01.1361,31.12.1361
14 Mai 1362,14.05.1362,14.05.1362
14 Marts 1364,14.03.1364,14.03.1364
26 Juli 1364,26.07.1364,26.07.1364
22 Septbr  1364,22.09.1364,22.09.1364
1 Oktbr  1364,01.10.1364,01.10.1364
1 Mai 1365,01.05.1365,01.05.1365
14 Juni 1366,14.06.1366,14.06.1366
30 Juni 1366,30.06.1366,30.06.1366
9 Juli 1365,09.07.1365,09.07.1365
13 Februar 1367,13.02.1367,13.02.1367
28 Decbr  13671,28.12.1367,28.12.1367
11 Novbr  1368,11.11.1368,11.11.1368
14 Marts 1369,14.03.1369,14.03.1369
30 Novbr  1369,30.11.1369,30.11.1369
14 August 13701,14.08.1370,14.08.1370
13 April 1371,13.04.1371,13.04.1371
18 Mai 1371,18.05.1371,18.05.1371
1 Juli 1371,01.07.1371,01.07.1371
6 Juli 1371,06.07.1371,06.07.1371
3 Decbr  1371,03.12.1371,03.12.1371
2 Januar 1372,02.01.1372,02.01.1372
25 Marts 1372,25.03.1372,25.03.1372
4 April 1372,04.04.1372,04.04.1372
25 Mai 1372,25.05.1372,25.05.1372
29 Mai 1372,29.05.1372,29.05.1372
26 Septbr  1374,26.09.1374,26.09.1374
24 Oktbr  1374,24.10.1374,24.10.1374
3 Decbr  1374,03.12.1374,03.12.1374
6 Decbr  1374,06.12.1374,06.12.1374
15 Februar 1375,15.02.1375,15.02.1375
4 Marts 1375,04.03.1375,04.03.1375
27 April 1375,27.04.1375,27.04.1375
3 August 1375,03.08.1375,03.08.1375
Aug  1374 - Aug  1375,01.08.1374,31.08.1375
12 Novbr  1375,12.11.1375,12.11.1375
4 Decbr  1375,04.12.1375,04.12.1375
29 Januar 1376,29.01.1376,29.01.1376
19 Februar 1376,19.02.1376,19.02.1376
Februar 1376,01.02.1376,28.02.1376
Aug  1375-Aug  1376,01.08.1375,31.08.1376
15 August 1376,15.08.1376,15.08.1376
17 August 1376,17.08.1376,17.08.1376
9 Oktbr  1376,09.10.1376,09.10.1376
10 Novbr  1376,10.11.1376,10.11.1376
16 Novbr  1376,16.11.1376,16.11.1376
7 Decbr  1376,07.12.1376,07.12.1376
24 Februar 1377,24.02.1377,24.02.1377
3 August 1377,03.08.1377,03.08.1377
19 Januar 1378,19.01.1378,19.01.1378
12 Februar 1378,12.02.1378,12.02.1378
7 April 1378,07.04.1378,07.04.1378
16 Juni 1378,16.06.1378,16.06.1378
Aug  1377 - Aug  1378,01.08.1377,31.08.1378
26 Septbr  1378,26.09.1378,26.09.1378
1 Oktbr  1378,01.10.1378,01.10.1378
10 Novbr  1378,10.11.1378,10.11.1378
9 Juli 1379,09.07.1379,09.07.1379
23 Novbr  1379,23.11.1379,23.11.1379
26 Novbr  1379,26.11.1379,26.11.1379
20 Februar 1380,20.02.1380,20.02.1380
21 Februar 1380,21.02.1380,21.02.1380
9 Marts 1380,09.03.1380,09.03.1380
23 Marts 1380,23.03.1380,23.03.1380
6 April 1380,06.04.1380,06.04.1380
23 Marts 1381,23.03.1381,23.03.1381
13 Mai 1381,13.05.1381,13.05.1381
16 Juni 1381,16.06.1381,16.06.1381
5 August 1381,05.08.1381,05.08.1381
6 Februar 1382,06.02.1382,06.02.1382
29 Juli 1382,29.07.1382,29.07.1382
30 Septbr  1382,30.09.1382,30.09.1382
28 Februar 1383,28.02.1383,28.02.1383
21 Septbr  1383,21.09.1383,21.09.1383
7 Novbr  1383,07.11.1383,07.11.1383
23 Juni 1384,23.06.1384,23.06.1384
25 Oktbr  1384,25.10.1384,25.10.1384
20 Mai 1385,20.05.1385,20.05.1385
3 Mai 1386,03.05.1386,03.05.1386
5 Septbr  1387,05.09.1387,05.09.1387
4 Marts 1388,04.03.1388,04.03.1388
26 April 1389,26.04.1389,26.04.1389
18 Oktbr  1389,18.10.1389,18.10.1389
28 Octbr  1389,28.10.1389,28.10.1389
8 Februar 1390,08.02.1390,08.02.1390
16 Marts 1390,16.03.1390,16.03.1390
9 Septbr  1390,09.09.1390,09.09.1390
22 Novbr  1390,22.11.1390,22.11.1390
uden Dag 1390,01.01.1390,31.12.1390
16 Marts 1391,16.03.1391,16.03.1391
23 Marts 1391,23.03.1391,23.03.1391
1 Februar 1392,01.02.1392,01.02.1392
26 April 1392,26.04.1392,26.04.1392
24 Septbr  1392,24.09.1392,24.09.1392
11 Januar 1393,11.01.1393,11.01.1393
21 Januar 1393,21.01.1393,21.01.1393
26 Januar 1393,26.01.1393,26.01.1393
15 April 1393,15.04.1393,15.04.1393
6 Oktbr  1393,06.10.1393,06.10.1393
3 Februar 1394,03.02.1394,03.02.1394
9 Marts 1394,09.03.1394,09.03.1394
15 April 1394,15.04.1394,15.04.1394
31 Mai 1394,31.05.1394,31.05.1394
4 Octbr  1394,04.10.1394,04.10.1394
[udat  1394?],01.01.1394,31.12.1394
12 Februar 1395,12.02.1395,12.02.1395
18 Februar 1395,18.02.1395,18.02.1395
24 April 1395,24.04.1395,24.04.1395
9 Mai 1395,09.05.1395,09.05.1395
17 April 1396,17.04.1396,17.04.1396
6 Juli 1396,06.07.1396,06.07.1396
uvis Dag 1395 - 1396,01.01.1395,31.12.1396
16 Oktbr  1396,16.10.1396,16.10.1396
18 Oktbr  1396,18.10.1396,18.10.1396
9 Novbr  1396,09.11.1396,09.11.1396
28 April 1397,28.04.1397,28.04.1397
1 Juli 1398,01.07.1398,01.07.1398
8 Juli 1398,08.07.1398,08.07.1398
29 Juli 1398,29.07.1398,29.07.1398
29 August 1398,29.08.1398,29.08.1398
6 Novbr  1398,06.11.1398,06.11.1398
25 Januar 1399,25.01.1399,25.01.1399
16 Februar 1399,16.02.1399,16.02.1399
17 Februar 1399,17.02.1399,17.02.1399
8 Marts 1399,08.03.1399,08.03.1399
24 Marts 1399,24.03.1399,24.03.1399
9 April 1399,09.04.1399,09.04.1399
8 Mai 1399,08.05.1399,08.05.1399
22 Juni 1399,22.06.1399,22.06.1399
10 Oktbr  1399,10.10.1399,10.10.1399
16 Decbr  1399,16.12.1399,16.12.1399
4 Januar 1400,04.01.1400,04.01.1400
20 Januar 1400,20.01.1400,20.01.1400
8 Februar 1400,08.02.1400,08.02.1400
21 Februar 1400,21.02.1400,21.02.1400
21 Juni 1400,21.06.1400,21.06.1400
14 August? 1400,14.08.1400,14.08.1400
6 Novbr  1400,06.11.1400,06.11.1400
8 Novbr  1400,08.11.1400,08.11.1400
udat  [ved 1400 ],01.01.1400,31.12.1400
26 Februar 1401,26.02.1401,26.02.1401
21 Marts 1401,21.03.1401,21.03.1401
6 April 1401,06.04.1401,06.04.1401
20 Juni 1401,20.06.1401,20.06.1401
26 Juni 1401,26.06.1401,26.06.1401
14 Septbr  1401,14.09.1401,14.09.1401
16 Oktbr  1401,16.10.1401,16.10.1401
31 Januar 1402,31.01.1402,31.01.1402
4 Februar 1402,04.02.1402,04.02.1402
26 Februar 1402,26.02.1402,26.02.1402
8 Marts 1402,08.03.1402,08.03.1402
19 Marts 1402,19.03.1402,19.03.1402
24 April 1402,24.04.1402,24.04.1402
3 Mai 14021,03.05.1402,03.05.1402
16 Juni 1402,16.06.1402,16.06.1402
7 Juli 1402,07.07.1402,07.07.1402
11 Juli 1402,11.07.1402,11.07.1402
18 August 1402,18.08.1402,18.08.1402
15 Decbr  1402,15.12.1402,15.12.1402
15 Januar 1403,15.01.1403,15.01.1403
4 Februar 1403,04.02.1403,04.02.1403
19 Februar 1403,19.02.1403,19.02.1403
28 Februar 1403,28.02.1403,28.02.1403
7 Marts 1403,07.03.1403,07.03.1403
2 Juli 1403,02.07.1403,02.07.1403
15 Oktbr  1403,15.10.1403,15.10.1403
19 Januar 1404,19.01.1404,19.01.1404
22 Januar 1404,22.01.1404,22.01.1404
16 Juni 1404,16.06.1404,16.06.1404
27 Juni 1404,27.06.1404,27.06.1404
22 August 1404,22.08.1404,22.08.1404
28 Januar 1405,28.01.1405,28.01.1405
17 Marts 1405,17.03.1405,17.03.1405
4 Mai 1405,04.05.1405,04.05.1405
10 Mai 1405,10.05.1405,10.05.1405
12 Mai 1405,12.05.1405,12.05.1405
6 Oktbr  1405,06.10.1405,06.10.1405
10 Novbr  1405,10.11.1405,10.11.1405
9 Marts 1406,09.03.1406,09.03.1406
8 Decbr  1406,08.12.1406,08.12.1406
15 Decbr  1406,15.12.1406,15.12.1406
9 Marts 1407,09.03.1407,09.03.1407
10 Marts 1407,10.03.1407,10.03.1407
28 Marts 1407,28.03.1407,28.03.1407
31 Juli 1407,31.07.1407,31.07.1407
5 Oktbr  1407,05.10.1407,05.10.1407
1 Decbr  1407,01.12.1407,01.12.1407
12 Marts 1408,12.03.1408,12.03.1408
16 Marts 1408,16.03.1408,16.03.1408
26 Juni 1408,26.06.1408,26.06.1408
24 Juli 1408,24.07.1408,24.07.1408
27 Novbr  1408,27.11.1408,27.11.1408
10 April 1409,10.04.1409,10.04.1409
13 April 1409,13.04.1409,13.04.1409
11 Mai 1409,11.05.1409,11.05.1409
13 Oktbr 1409,13.10.1409,13.10.1409
20 Oktbr  1409,20.10.1409,20.10.1409
9 Novbr  1409,09.11.1409,09.11.1409
16 April 1410,16.04.1410,16.04.1410
8 Juli 1410,08.07.1410,08.07.1410
eft  14 Septbr  1410,14.09.1410,14.09.1410
11 Oktbr  1410,11.10.1410,11.10.1410
2 Novbr  1410,02.11.1410,02.11.1410
udat  [ved 1410 ],01.01.1410,31.12.1410
17 Januar 1411,17.01.1411,17.01.1411
8 Februar 1411,08.02.1411,08.02.1411
3 Mai 1411,03.05.1411,03.05.1411
14 Juni 1411,14.06.1411,14.06.1411
25 Novbr  1411,25.11.1411,25.11.1411
11 Decbr  1411,11.12.1411,11.12.1411
11 Decbr 1411,11.12.1411,11.12.1411
10 Januar 1412,10.01.1412,10.01.1412
12 April 1412,12.04.1412,12.04.1412
1 Mai 1412,01.05.1412,01.05.1412
18 Juni 1412,18.06.1412,18.06.1412
24 Juni 1412,24.06.1412,24.06.1412
9 Juli 1412,09.07.1412,09.07.1412
12 Septbr  1412,12.09.1412,12.09.1412
16 Oktbr  1412,16.10.1412,16.10.1412
4 Novbr  1412,04.11.1412,04.11.1412
28 Januar 1413,28.01.1413,28.01.1413
16 Februar 1413,16.02.1413,16.02.1413
24 Februar 1413,24.02.1413,24.02.1413
5 Marts 1413,05.03.1413,05.03.1413
24 Marts 1413,24.03.1413,24.03.1413
2 April 1413,02.04.1413,02.04.1413
16 Mai 1413,16.05.1413,16.05.1413
30 Juni 1413,30.06.1413,30.06.1413
30 Juli 1413,30.07.1413,30.07.1413
18 Novbr  1413,18.11.1413,18.11.1413
19 Januar 1414,19.01.1414,19.01.1414
9 April 1414,09.04.1414,09.04.1414
12 April 1414,12.04.1414,12.04.1414
14 April 1414,14.04.1414,14.04.1414
18 April 1414,18.04.1414,18.04.1414
3 Juni 1414,03.06.1414,03.06.1414
10 Novbr  1414,10.11.1414,10.11.1414
22 Novbr  1414,22.11.1414,22.11.1414
10 Februar 1415,10.02.1415,10.02.1415
13 Marts 1415,13.03.1415,13.03.1415
15 Juli 1415,15.07.1415,15.07.1415
21 Juli 1415,21.07.1415,21.07.1415
uvis Dag 1414-1415,01.01.1414,31.12.1415
4 Oktbr  1415,04.10.1415,04.10.1415
7 Marts 1416,07.03.1416,07.03.1416
7 Juli 1416,07.07.1416,07.07.1416
4 Novbr  1416,04.11.1416,04.11.1416
6 Novbr  1416,06.11.1416,06.11.1416
18 April 1417,18.04.1417,18.04.1417
19 April 1417,19.04.1417,19.04.1417
8 August 1417,08.08.1417,08.08.1417
13 Oktbr  1417,13.10.1417,13.10.1417
19 Decbr  1417,19.12.1417,19.12.1417
20 Januar 1418,20.01.1418,20.01.1418
5 Februar 1418,05.02.1418,05.02.1418
14 Marts 1418,14.03.1418,14.03.1418
27 April 1419,27.04.1419,27.04.1419
2 Juli 1419,02.07.1419,02.07.1419
10 August 1419,10.08.1419,10.08.1419
14 Decbr 1419,14.12.1419,14.12.1419
15 Januar 1420,15.01.1420,15.01.1420
28 April 1420,28.04.1420,28.04.1420
16 Mai 1420,16.05.1420,16.05.1420
4 Oktbr  1420,04.10.1420,04.10.1420
13 Oktbr  1420,13.10.1420,13.10.1420
uden Dag 1420,01.01.1420,31.12.1420
18 Februar 1421,18.02.1421,18.02.1421
11 Marts 1421,11.03.1421,11.03.1421
3 Mai 1421,03.05.1421,03.05.1421
15 Mai 1421,15.05.1421,15.05.1421
3 Septbr  1421,03.09.1421,03.09.1421
23 Septbr  1421,23.09.1421,23.09.1421
25 Januar 1422,25.01.1422,25.01.1422
24 Februar 1422,24.02.1422,24.02.1422
14 April 1422,14.04.1422,14.04.1422
29 April 1422,29.04.1422,29.04.1422
26 Juni 1422,26.06.1422,26.06.1422
4 Juli 1422,04.07.1422,04.07.1422
28 Septbr  1422,28.09.1422,28.09.1422
21 Novbr  1422,21.11.1422,21.11.1422
13 Decbr  1422,13.12.1422,13.12.1422
3 Januar 1423,03.01.1423,03.01.1423
22  Februar 1423,22.02.1423,22.02.1423
21 Marts 1423,21.03.1423,21.03.1423
11 April 1423,11.04.1423,11.04.1423
12 Juni 1423,12.06.1423,12.06.1423
15 August 1423,15.08.1423,15.08.1423
19 Septbr  1423,19.09.1423,19.09.1423
8 Oktbr  1423,08.10.1423,08.10.1423
26 Oktbr  1423,26.10.1423,26.10.1423
26 Februar 1424,26.02.1424,26.02.1424
27 Februar 1424,27.02.1424,27.02.1424
23 Juni 1424,23.06.1424,23.06.1424
13 August 1424,13.08.1424,13.08.1424
30 Septbr  1424,30.09.1424,30.09.1424
3 Mai 1425,03.05.1425,03.05.1425
11 August 1425,11.08.1425,11.08.1425
25 Februar 1426,25.02.1426,25.02.1426
27 Mai 1426,27.05.1426,27.05.1426
11 Juli 1426,11.07.1426,11.07.1426
4 Februar 1427,04.02.1427,04.02.1427
24 Februar 1427,24.02.1427,24.02.1427
12 Marts 1427,12.03.1427,12.03.1427
6 August 1427,06.08.1427,06.08.1427
6 Decbr  1427,06.12.1427,06.12.1427
12 Marts 1428,12.03.1428,12.03.1428
24 Juni 1428,24.06.1428,24.06.1428
14 Septbr  [1428?],14.09.1428,14.09.1428
22 Februar 1429,22.02.1429,22.02.1429
17 Marts  1429,17.03.1429,17.03.1429
31 Marts 1429,31.03.1429,31.03.1429
30 Septbr  1429,30.09.1429,30.09.1429
18 Oktbr  1429,18.10.1429,18.10.1429
21 Oktbr  1429,21.10.1429,21.10.1429
11 Marts 1430,11.03.1430,11.03.1430
29 April 1430,29.04.1430,29.04.1430
5 Juni 1430,05.06.1430,05.06.1430
29 Septbr  1430,29.09.1430,29.09.1430
4 Novbr  1430,04.11.1430,04.11.1430
6 Novbr  1430,06.11.1430,06.11.1430
12 Novbr  1430,12.11.1430,12.11.1430
23 Decbr  1430,23.12.1430,23.12.1430
29 Decbr  1430,29.12.1430,29.12.1430
16 Februar 1431,16.02.1431,16.02.1431
20 Februar 1431,20.02.1431,20.02.1431
22 Februar 1431,22.02.1431,22.02.1431
2 April 1431,02.04.1431,02.04.1431
5 April 1431,05.04.1431,05.04.1431
29 April 1431,29.04.1431,29.04.1431
1 Oktbr  1431,01.10.1431,01.10.1431
2 Januar 1432,02.01.1432,02.01.1432
14 Februar 1432,14.02.1432,14.02.1432
26 Februar 1432,26.02.1432,26.02.1432
12 Marts 1432,12.03.1432,12.03.1432
30 April 1432,30.04.1432,30.04.1432
6 Mai 1432,06.05.1432,06.05.1432
21 Mai 1432,21.05.1432,21.05.1432
10 Juni 1432,10.06.1432,10.06.1432
15 Juni 1432,15.06.1432,15.06.1432
19 Juni 1432,19.06.1432,19.06.1432
6 Juli 1432,06.07.1432,06.07.1432
7 Juli 1432,07.07.1432,07.07.1432
15 Decbr  1432,15.12.1432,15.12.1432
28 Januar 1433,28.01.1433,28.01.1433
2 Februar 1433,02.02.1433,02.02.1433
5 Februar 1433,05.02.1433,05.02.1433
9 Februar 1433,09.02.1433,09.02.1433
11 Februar 1433,11.02.1433,11.02.1433
4 Marts 1433,04.03.1433,04.03.1433
29 Marts 1433,29.03.1433,29.03.1433
5 Juni 1433,05.06.1433,05.06.1433
14 Juni 1433,14.06.1433,14.06.1433
26 Juni 1433,26.06.1433,26.06.1433
2 Juli 1433,02.07.1433,02.07.1433
8 Juli 1433,08.07.1433,08.07.1433
13 Oktbr  1433,13.10.1433,13.10.1433
15 Novbr  1433,15.11.1433,15.11.1433
19 Decbr  1433,19.12.1433,19.12.1433
24 Januar 1434,24.01.1434,24.01.1434
11 Mai 1434,11.05.1434,11.05.1434
2 Juni 1434,02.06.1434,02.06.1434
